medical record number	x
i examine patient confirm house staff admission physical exam	11384-5
examination on discharge	11384-5
examination discharge	11384-5
physicial examination	11384-5
examination on discharge compared to admission	11384-5
examination on discharge compare to admission	11384-5
examination discharge compare admission	11384-5
physical examination by organ systems	11384-5
physical examination by organ system	11384-5
physical examination organ system	11384-5
physical findings	11384-5
physical finding	11384-5
examination	11384-5
physical exam compare admission	11384-5
pe	11384-5
physical examination	11384-5
PE on admission	11384-5
PE on discharge	11384-5
admission exam	11384-5
admit exam	11384-5
exam on admission	11384-5
admission examination	11384-5
admission PE	11384-5
physical examination as compared to admission	29545-1
physical examination as compare to admission	29545-1
physical examination as compare admission	29545-1
external examination	29545-1
physical exam compared admission	29545-1
physical exam compare admission	29545-1
physical exam	29545-1
physical exam as compared to admission	29545-1
physical exam as compare to admission	29545-1
physical exam as compare admission	29545-1
exam	29545-1
physical_examination	29545-1
My key findings of this patient's physical exam are	29545-1
my key finding of this patient physical exam be	29545-1
my key finding this patient physical exam be	29545-1
admission physical exam	29545-1
I examined the patient and confirmed the House Staff's Admission Physical Exam	29545-1
i examine the patient and confirm the house staff admission physical exam	29545-1
i examine patient confirm house staff admission physical exam	29545-1
examination on discharge	29545-1
examination discharge	29545-1
physicial examination	29545-1
examination on discharge compared to admission	29545-1
examination on discharge compare to admission	29545-1
examination discharge compare admission	29545-1
physical examination by organ systems	29545-1
physical examination by organ system	29545-1
physical examination organ system	29545-1
physical findings	29545-1
physical finding	29545-1
examination	29545-1
physical exam compare admission	29545-1
pe	29545-1
physical examination	29545-1
PE on admission	29545-1
PE on discharge	29545-1
admission exam	29545-1
admit exam	29545-1
exam on admission	29545-1
admission examination	29545-1
admission PE	29545-1
constitutional	29545-1
general_exam	29545-1
review of general symptoms	29545-1
review of general symptom	29545-1
review general symptom	29545-1
gen	29545-1
general exam	29545-1
general physical exam	29545-1
general status	29545-1
general examination	29545-1
general appearance	29545-1
general	29545-1
constitutional symptom	29545-1
appearance	29545-1
vital signs	29545-1
vital sign	29545-1
measurements	29545-1
measurement	29545-1
VS	29545-1
vs	29545-1
vital_signs	29545-1
vitals	29545-1
vital	29545-1
integ	29545-1
integumentary system	29545-1
derm exam	29545-1
skn	29545-1
integumentary	29545-1
dermatologic	29545-1
skin	29545-1
derm	29545-1
derm examination	29545-1
derm_exam	29545-1
Inspection And Palpation Skin Hair and Nails	29545-1
inspection and palpation skin hair and nail	29545-1
inspection palpation skin hair nail	29545-1
skin/dermatologic	29545-1
skin dermatologic	29545-1
integument	29545-1
skin exam	29545-1
skin examination	29545-1
rash_exam	29545-1
rash	29545-1
rash exam	29545-1
rash examination	29545-1
hair_exam	29545-1
hair	29545-1
hair examination	29545-1
hair exam	29545-1
nail	29545-1
nail exam	29545-1
nails	29545-1
nail	29545-1
nail examination	29545-1
nail_exam	29545-1
inspection of nails	29545-1
inspection of nail	29545-1
inspection nail	29545-1
skin color examination	29545-1
skin_color_exam	29545-1
skin color exam	29545-1
pigmentation	29545-1
color	29545-1
Skin and Mucosa Pigmentary or Color Changes	29545-1
skin and mucosa pigmentary or color change	29545-1
skin mucosa pigmentary color change	29545-1
skin color	29545-1
Head Eyes Ears Nose And Throat Exam	29545-1
head eye ear nose and throat exam	29545-1
head eye ear nose throat exam	29545-1
ears & nose & mouth & throat	29545-1
ear nose mouth throat	29545-1
heent_exam	29545-1
heent exam	29545-1
heent examination	29545-1
heent	29545-1
hent	29545-1
HEENT	29545-1
heent	29545-1
head exam	29545-1
head_exam	29545-1
face	29545-1
head examination	29545-1
head	29545-1
nostril examination	29545-1
nostril	29545-1
nostril exam	29545-1
nostril_exam	29545-1
lip_exam	29545-1
lip	29545-1
lip examination	29545-1
lip exam	29545-1
scalp_exam	29545-1
scalp examination	29545-1
scalp	29545-1
scalp exam	29545-1
ophtalmologic	29545-1
eye	29545-1
ophthalmologic examination	29545-1
eyes exam	29545-1
eye exam	29545-1
ophthalmologic_exam	29545-1
ophtho	29545-1
eyes/fundi	29545-1
eye fundus	29545-1
ophthalmologic	29545-1
ophthalmologic exam	29545-1
eyelid examination	29545-1
eyelid exam	29545-1
eyelid_exam	29545-1
eyelid	29545-1
conjunctiva_exam	29545-1
conjunctiva exam	29545-1
conjunctiva	29545-1
conjunctiva examination	29545-1
sclera exam	29545-1
sclera examination	29545-1
sclera	29545-1
sclera_exam	29545-1
iris examination	29545-1
iris_exam	29545-1
iris exam	29545-1
iris	29545-1
cornea_exam	29545-1
cornea	29545-1
cornea exam	29545-1
cornea examination	29545-1
optic lens	29545-1
lens	29545-1
optic lens exam	29545-1
optic_lens_exam	29545-1
optic lens examination	29545-1
pupil exam	29545-1
pupil	29545-1
pupil_exam	29545-1
pupil examination	29545-1
extraocular muscles	32429-3
extraocular muscle	32429-3
extraocular_muscle_exam	32429-3
occular motility	32429-3
Eyes Movement of Extraocular Muscles	32429-3
eye movement of extraocular muscle	32429-3
eye movement extraocular muscle	32429-3
extraoccular movements	32429-3
extraoccular movement	32429-3
vision	29545-1
vision	29545-1
Eyes Ophthalmoscopy	29545-1
eye ophthalmoscopy	29545-1
retinal exam	29545-1
retinal	29545-1
retinal examination	29545-1
retinal_exam	29545-1
retina	29545-1
ophthalmoscopic exam	29545-1
fundoscopic exam	29545-1
funduscopic exam	29545-1
macula	29545-1
macula	29545-1
nose exam	29545-1
nose examination	29545-1
nose	29545-1
nose_exam	29545-1
Nose Exam	29545-1
nose exam	29545-1
ear	29545-1
oto	29545-1
ear examination	29545-1
ear exam	29545-1
ear_exam	29545-1
external ear	29545-1
pinna	29545-1
ear.external	29545-1
earexternal	29545-1
external_ear	29545-1
auditory canal	29545-1
auditory_canal	29545-1
tympanic_membrane_exam	29545-1
tympanic membrane examination	29545-1
tympanic membrane exam	29545-1
tympanic membrane	29545-1
hearing examination	29545-1
hearing	29545-1
hearing exam	29545-1
hearing_exam	29545-1
oral_cavity_exam	29545-1
mouth exam	29545-1
mouth	29545-1
oral cavity exam	29545-1
oral cavity examination	29545-1
Gums/Palate	29545-1
gum palate	29545-1
oral cavity	29545-1
mouth & throat & teeth	29545-1
mouth throat tooth	29545-1
intraoral	29545-1
teeth gum	29545-1
tooth gum	29545-1
dental	29545-1
teeth_gum_exam	29545-1
teeth and gum	29545-1
tooth and gum	29545-1
tooth gum	29545-1
teeth gum exam	29545-1
tooth gum exam	29545-1
teeth gum examination	29545-1
tooth gum examination	29545-1
tongue exam	29545-1
tongue_exam	29545-1
tongue	29545-1
tongue examination	29545-1
palate_exam	29545-1
palate examination	29545-1
palate exam	29545-1
palate	29545-1
pharynx	29545-1
throat exam	29545-1
pharynx examination	29545-1
throat	29545-1
pharynx_exam	29545-1
pharynx exam	29545-1
tonsil	29545-1
tonsil_exam	29545-1
tonsil examination	29545-1
tonsil exam	29545-1
neck examination	29545-1
neck_exam	29545-1
neck	29545-1
neck exam	29545-1
Inspection And Palpation Of Neck	29545-1
inspection and palpation of neck	29545-1
inspection palpation neck	29545-1
Neck/Thyroid	29545-1
neck thyroid	29545-1
thyroid_exam	29545-1
thyroid examination	29545-1
thyroid	29545-1
thyroid exam	29545-1
larynx_exam	29545-1
larynx	29545-1
larynx exam	29545-1
larynx examination	29545-1
endocrine system	29545-1
endocrine/metabolic	29545-1
endocrine metabolic	29545-1
endocrine	29545-1
endocrine exam	29545-1
endocrine examination	29545-1
endo	29545-1
endocrine_exam	29545-1
lym	29545-1
lymphatic examination	29545-1
lymph node survey	29545-1
lymphatic	29545-1
lymph nodes exam	29545-1
lymph node exam	29545-1
nodes	29545-1
node	29545-1
node survey	29545-1
lymph node	29545-1
lymph	29545-1
lymphatic_exam	29545-1
lymphatics	29545-1
lymphatic	29545-1
lymphatic exam	29545-1
lymph nodes	29545-1
lymph node	29545-1
cardio	29545-1
cv	29545-1
cardiorespiratory	29545-1
heart exam	29545-1
card	29545-1
cvs	29545-1
cv	29545-1
cardiovascular examination	29545-1
cardiovascular_exam	29545-1
heart	29545-1
cardiovascular	29545-1
cardiovascular exam	29545-1
cardiovascular system	29545-1
cardiac	29545-1
cor	29545-1
thorax	29545-1
chest exam	29545-1
thorax exam	29545-1
chest examination	29545-1
chest/breasts	29545-1
chest breast	29545-1
chest	29545-1
thorax+lungs	29545-1
thorax lung	29545-1
chest_exam	29545-1
resp	29545-1
respiratory system	29545-1
CHEST (RESPIRATORY)	29545-1
chest respiratory	29545-1
respiratory status	29545-1
chest/lungs	29545-1
chest lung	29545-1
pulmonary exam	29545-1
pulmonary examination	29545-1
respiratory	29545-1
pulmonary_exam	29545-1
pulm	29545-1
pulmonary	29545-1
respiratory/cardiovascular	29545-1
respiratory cardiovascular	29545-1
Breathing Pattern	29545-1
breathe pattern	29545-1
lungs	29545-1
lung	29545-1
breathing status	29545-1
breathe status	29545-1
palpation chest	29545-1
chest wall examination	29545-1
chest_wall_exam	29545-1
chest wall exam	29545-1
chest wall	29545-1
axillae	29545-1
axilla	29545-1
axilla exam	29545-1
axilla	29545-1
axilla_exam	29545-1
axilla examination	29545-1
breast	29545-1
breast examination	29545-1
breasts	29545-1
breast	29545-1
breast exam	29545-1
breast_exam	29545-1
gastrointestinal system	29545-1
ABDOMEN/GASTROINTESTINAL	29545-1
abdomen gastrointestinal	29545-1
gastrointestinal_exam	29545-1
gastrointestinal	29545-1
gi	29545-1
abdomen (GI)	29545-1
abdomen gi	29545-1
gastro	29545-1
gastrointestinal exam	29545-1
gastrointestinal examination	29545-1
abdomen	29545-1
abdominal examination	29545-1
abdominal	29545-1
abd	29545-1
abdominal_exam	29545-1
abdominal exam	29545-1
rectal exam	29545-1
rectal examination	29545-1
Rectal and Perineal Exam	29545-1
rectal and perineal exam	29545-1
rectal perineal exam	29545-1
rectum	29545-1
rectal_exam	29545-1
rectal	29545-1
hemorrhoid_exam	29545-1
hemorrhoid examination	29545-1
hemorrhoid	29545-1
hemorrhoid exam	29545-1
prostate examination	29545-1
prostate_exam	29545-1
prostate exam	29545-1
prostate	29545-1
genitourinary examination	29545-1
genitourinary	29545-1
genitourinary exam	29545-1
gu	29545-1
genitourinary_exam	29545-1
genitourinary tract	29545-1
groin	29545-1
genitourinary system	29545-1
genito	29545-1
genital_exam	29545-1
genital exam	29545-1
female genitalia	29545-1
genitalia.male	29545-1
genitaliamale	29545-1
pelvic/genital	29545-1
pelvic genital	29545-1
genital examination	29545-1
male genitalia	29545-1
female gu exam	29545-1
genitalia	29545-1
pelvis/genital	29545-1
pelvis genital	29545-1
genitalia.female	29545-1
genitaliafemale	29545-1
genital	29545-1
genito	29545-1
pelvis	29545-1
Pelvic Exam	29545-1
pelvic exam	29545-1
pelvis examination	29545-1
pelvis exam	29545-1
pelvis_exam	29545-1
uterus	29545-1
vaginal	29545-1
vaginal examination	29545-1
vagina	29545-1
vaginal_exam	29545-1
vaginal exam	29545-1
cervix_exam	29545-1
cervix exam	29545-1
cvx	29545-1
cervix examination	29545-1
cervix	29545-1
uterine adnexa examination	29545-1
uterine adnexa	29545-1
adnexa	29545-1
uterine adnexa exam	29545-1
uterine_adnexa_exam	29545-1
parametrium exam	29545-1
parametrium	29545-1
parametrium examination	29545-1
parametrium_exam	29545-1
mental status	10190-7
mental_status_exam	10190-7
mental status exam	10190-7
mental status examination	10190-7
neurologically	29545-1
neurological	29545-1
neuro	29545-1
neurological examination	29545-1
Neurologic/Reflexes	29545-1
neurologic reflex	29545-1
neurologic system	29545-1
neurological_exam	29545-1
neurologic	29545-1
neurological exam	29545-1
neurologic examination	29545-1
CN	29545-1
cn	29545-1
cranial nerve examination	29545-1
cranial_nerve_exam	29545-1
cranial nerve	29545-1
nerves.cranial	29545-1
nervescranial	29545-1
Neurologic Exam Cranial Nerves	29545-1
neurologic exam cranial nerve	29545-1
cranial nerve exam	29545-1
deep_reflexes	29545-1
deep tendon reflexes	29545-1
deep tendon reflex	29545-1
neurologic deep tendon	29545-1
DTR	29545-1
dtr	29545-1
neurologic deep tendon reflexes	29545-1
neurologic deep tendon reflex	29545-1
deep reflexes	29545-1
deep reflex	29545-1
Neurologic Exam Sensory	29545-1
neurologic exam sensory	29545-1
sensation	29545-1
sense of touch	29545-1
sense touch	29545-1
sensory examination	29545-1
sensory	29545-1
physical findings.sensation	29545-1
physical findingssensation	29545-1
sensory exam	29545-1
sensory_exam	29545-1
Neurologic Exam Sensory	32473-1
neurologic exam sensory	32473-1
sensation	32473-1
sense of touch	32473-1
sense touch	32473-1
sensory examination	32473-1
sensory	32473-1
physical findings.sensation	32473-1
physical findingssensation	32473-1
sensory exam	32473-1
sensory_exam	32473-1
motor function	29545-1
muscle strength	29545-1
motor strength	29545-1
Neurologic Exam Muscle Strength and Tone	29545-1
neurologic exam muscle strength and tone	29545-1
neurologic exam muscle strength tone	29545-1
strength	29545-1
strength_exam	29545-1
motor	29545-1
Muscle Strength/Tone	29545-1
muscle strength tone	29545-1
strength examination	29545-1
strength exam	29545-1
neurologic balance+coordination	29545-1
neurologic balance coordination	29545-1
coordination gait examination	29545-1
coordination_gait_exam	29545-1
Neurologic Exam Coordination and Gait	29545-1
neurologic exam coordination and gait	29545-1
neurologic exam coordination gait	29545-1
coordination gait	29545-1
coordination gait exam	29545-1
gait	29545-1
gait	29545-1
psyc	11451-2
psychiatric examination	11451-2
psych	11451-2
psychiatric	11451-2
psychiatric_exam	11451-2
psychiatric findings	11451-2
psychiatric finding	11451-2
psychiatric exam	11451-2
musculoskeletal rheumatological examination	29545-1
musc/skel	29545-1
musc skel	29545-1
rheumatological	29545-1
rheumatologic	29545-1
musculoskeletal rheumatological	29545-1
musculoskeletal	29545-1
rheum	29545-1
skeletal	29545-1
musculoskeletal rheumatological exam	29545-1
musculoskeletal_rheumatological_exam	29545-1
ortho	29545-1
ms	29545-1
musculoskeletal system	29545-1
musc	29545-1
musculoskeletal/rheumatologic	29545-1
musculoskeletal rheumatologic	29545-1
musculoskeletal exam	29545-1
orthopedic	29545-1
Back and Spine Exam	29545-1
back and spine exam	29545-1
back spine exam	29545-1
back	29545-1
back exam	29545-1
back_exam	29545-1
back examination	29545-1
buttocks	29545-1
buttock	29545-1
buttocks exam	29545-1
buttock exam	29545-1
buttocks examination	29545-1
buttock examination	29545-1
buttocks_exam	29545-1
calf exam	29545-1
calf	29545-1
calf examination	29545-1
calf_exam	29545-1
paravertebral muscles	29545-1
paravertebral muscle	29545-1
paravertebral	29545-1
paravertebral_exam	29545-1
paravertebral exam	29545-1
paravertebral examination	29545-1
shoulders_exam	29545-1
shoulders examination	29545-1
shoulder examination	29545-1
shoulder shrug	29545-1
shoulders	29545-1
shoulder	29545-1
shoulders exam	29545-1
shoulder exam	29545-1
shoulder	29545-1
shoulder bilateral	29545-1
elbows	29545-1
elbow	29545-1
elbows_exam	29545-1
elbows exam	29545-1
elbow exam	29545-1
elbows examination	29545-1
elbow examination	29545-1
elbow	29545-1
wrists examination	29545-1
wrist examination	29545-1
wrist	29545-1
wrists_exam	29545-1
wrists exam	29545-1
wrist exam	29545-1
wrists	29545-1
wrist	29545-1
hands	29545-1
hand	29545-1
hands_exam	29545-1
hands examination	29545-1
hand examination	29545-1
hands exam	29545-1
hand exam	29545-1
hand	29545-1
digits examination	29545-1
digit examination	29545-1
digits exam	29545-1
digit exam	29545-1
digits	29545-1
digit	29545-1
digits_exam	29545-1
hip	29545-1
hips examination	29545-1
hip examination	29545-1
hips exam	29545-1
hip exam	29545-1
hips	29545-1
hip	29545-1
hips_exam	29545-1
knee	29545-1
knees_exam	29545-1
knees exam	29545-1
knee exam	29545-1
knees	29545-1
knee	29545-1
knees examination	29545-1
knee examination	29545-1
ankles	29545-1
ankle	29545-1
ankles exam	29545-1
ankle exam	29545-1
ankle	29545-1
ankles_exam	29545-1
ankles examination	29545-1
ankle examination	29545-1
spine	29545-1
spine	29545-1
vessels	29545-1
vessel	29545-1
vascular	29545-1
vascular exam	29545-1
vascular examination	29545-1
pulses	29545-1
pulse	29545-1
vascular_exam	29545-1
peripheral vascular system	29545-1
Peripheral Vascular Exam	29545-1
peripheral vascular exam	29545-1
extremeties	29545-1
ext	29545-1
extremity examination	29545-1
extremity_exam	29545-1
extr	29545-1
extremity	29545-1
extremity exam	29545-1
extremities	29545-1
extremity	29545-1
forearm examination	29545-1
lower arm	29545-1
forearm_exam	29545-1
forearm exam	29545-1
forearm	29545-1
upperarm_exam	29545-1
upper arm	29545-1
upperarm exam	29545-1
upperarm	29545-1
upperarm examination	29545-1
lower_extremity_exam	29545-1
lower extremity exam	29545-1
LE	29545-1
le	29545-1
legs	29545-1
leg	29545-1
leg	29545-1
lower extremity examination	29545-1
lower extremities	29545-1
lower extremity	29545-1
lower extremity	29545-1
thigh	29545-1
thigh examination	29545-1
thigh exam	29545-1
thigh_exam	29545-1
lower leg exam	29545-1
lowerleg exam	29545-1
lowerleg	29545-1
lower leg	29545-1
lowerleg_exam	29545-1
lowerleg examination	29545-1
foot	29545-1
feet	29545-1
foot	29545-1
foot examination	29545-1
foot exam	29545-1
foot_exam	29545-1
toe examination	29545-1
toe exam	29545-1
toes	29545-1
toe	29545-1
toe	29545-1
toe_exam	29545-1
toenail examination	29545-1
toenail exam	29545-1
toenail_exam	29545-1
toenail	29545-1
studies performed	x
study perform	x
diagnostic procedure	x
available pertinent laboratory x ray findings	x
available pertinent laboratory x ray finding	x
laboratory and study data	x
laboratory study data	x
laboratory data/diagnostic studies	x
laboratory data diagnostic study	x
diagnostics	x
study data	x
laboratory and radiographic studies	x
laboratory and radiographic study	x
laboratory radiographic study	x
clinical data	x
imaging procedure	x
ancillary studies	x
ancillary study	x
Lab and radiological results	x
lab and radiological result	x
lab radiological result	x
comparison	x
available lab and x ray results	x
available lab and x ray result	x
available lab x ray result	x
results	x
result	x
lab imaging	x
laboratory_and_radiology_data	x
laboratory data/radiology	x
laboratory data radiology	x
studies	x
study	x
comparison imaging	x
study	x
other results	x
other result	x
available lab and x-ray results	x
available lab and x ray result	x
available lab x ray result	x
data	x
AVAILABLE PERTINENT LABORATORY & X- RAY FINDINGS	x
available pertinent laboratory x ray finding	x
lab and imaging	x
lab imaging	x
testing	30954-2
test	30954-2
laboratory and radiology findings	x
laboratory and radiology finding	x
laboratory radiology finding	x
pertinent studies	x
pertinent study	x
lab and radiological results	x
lab and radiological result	x
lab radiological result	x
laboratory and x-ray data	x
laboratory and x ray data	x
laboratory x ray data	x
laboratory and radiology data	x
laboratory radiology data	x
Available Pertinent Laboratory & X-Ray Findings	x
available pertinent laboratory x ray finding	x
special studies	x
special study	x
preprocedure studies	x
preprocedure study	x
diagnostic studies	30954-2
diagnostic study	30954-2
Laboratory or imaging	30954-2
laboratory or imaging	30954-2
laboratory imaging	30954-2
comparison_studies	x
comparison studies	x
comparison study	x
diagnostic tests and procedures	30954-2
diagnostic test and procedure	30954-2
diagnostic test procedure	30954-2
functional status	10158-4
history of functional status	10158-4
history functional status	10158-4
functional_status	10158-4
problem	11450-4
problem list	11450-4
problems	11450-4
problem	11450-4
problem_list	11450-4
significant problems	11450-4
significant problem	11450-4
ed problem	18624-7
ed_problem	18624-7
active issues	x
activity	x
addendum	x
additional comments	46696-1
admission	x
admission laboratory	22032-7
admission laboratory data	22032-7
admission labs	22032-7
admission medications	10160-0
admission physical	29545-1
admission physical examination	29545-1
admit diagnosis	42347-5
anesthesia	10167-5
assessment	10188-1
assessment and plan	18776-5
at the time of discharge	x
biometrics at admission	x
blood	22032-7
brief hospital course	8648-8
brief resume of hospital course	8648-8
bypass time	10167-5
cardiac cath supplies used	10167-5
cardiac history	11338-1
changes to your medications	10160-0
chemistries	30954-2
chronic issues	11338-1
code	x
code status	x
comments	46696-1
complications	11338-1
conclusions	10188-1
condition	x
condition on discharge	x
condition upon discharge	x
consultants	x
consults	x
course	8648-8
cranial nerves	29545-1
crossclamp time	29545-1
current medications	10160-0
home meds	10160-0
hospital course	8648-8
hospital course by problem	8648-8
hospital course by problems	8648-8
hospital course by system	8648-8
hospital course by systems	8648-8
imaging	30954-2
impression	61133-5
impressions	61133-5
inactive issues	x
incision care	10167-5
incisions	10167-5
interpretation	x
laboratory	22032-7
laboratory data	22032-7
laboratory data on admission	22032-7
laboratory evaluation	22032-7
laboratory examination	22032-7
laboratory studies	22032-7
laboratory studies on admission	22032-7
laboratory values	22032-7
laboratory values on admission	22032-7
labs	22032-7
labs at admission	22032-7
labs at discharge	22032-7
labs on admission	22032-7
labs on discharge	22032-7
major surgical or invasive procedure	10167-5
medication changes	10160-0
medications at home	10160-0
medications changed	10160-0
medications on admission	10160-0
medications on discharge	10160-0
medications on transfer	10160-0
medications started	10160-0
meds on admission	10160-0
meds on transfer	10160-0
mibi	22032-7
microbiology	22032-7
misc	x
mri clavicle	30954-2
on admission	x
on discharge	x
on transfer	x
other diagnoses	29548-5
other medication	10160-0
other tobacco use	11366-2
other treatments and procedures	10167-5
outpatient medications	10160-0
pathology	30954-2
pertinent labs	22032-7
pertinent results	22032-7
physical exam on admission	29545-1
physical therapy	55753-8
plan	18776-5
postoperative diagnosis	29548-5
potentially serious interaction	57849-2
preadmission medications	10160-0
preop medications	10160-0
preoperative cardiac status	29545-1
preoperative diagnosis	29548-5
preoperative labs	22032-7
preoperative medications	10160-0
previous cardiovascular interventions	10167-5
primary diagnoses	29548-5
primary diagnosis	29548-5
procedure	10167-5
procedures	10167-5
reports	86467-8
return to work	x
review of sytems	10188-1
rhythm	30954-2
secondary	29548-5
secondary diagnoses	29548-5
secondary diagnosis	29548-5
serious interaction	57849-2
service	x
status	x
technical factors	x
to do	18776-5
to do plan	18776-5
transition issues	x
transitional issues	x
EKG	30954-2
ECG	30954-2
echo	30954-2
daily events	29545-1
daily status	29545-1
date of surgery	10167-5
diagnosis	29548-5
discharge	x
discharge condition	x
discharge diagnoses	29548-5
discharge diagnosis	29548-5
discharge diet	61144-2
discharge disposition	x
discharge exam	29545-1
discharge instructions	x
discharge laboratory data	22032-7
discharge labs	22032-7
discharge medications	10160-0
discharge patient on	x
discharge physical exam	29545-1
discharge plan	18776-5
discharge status	x
dispo	x
disposition	x
disposition on discharge	x
during this admission	x
DX	29548-5
ed course	8648-8
events	x
facility	x
FEN	61144-2
fen gi	61144-2
final diagnoses	29548-5
final diagnosis	29548-5
findings	29545-1
follow up	x
follow up appointments	x
followup	x
followup appointments	x
followup instructions	x
followup plans	18776-5
habits	x
home medications	10160-0
principal diagnosis	29548-5
principal diagnoses	29548-5
